upper_left_arm_1_x,upper_left_arm_1_y,upper_left_arm_2_x,upper_left_arm_2_y,upper_left_arm_3_x,upper_left_arm_3_y,upper_left_arm_4_x,upper_left_arm_4_y
0.4255481958389282,0.7635735177993774,0.4255481958389282,0.7835735177993775,0.4756969511508941,0.7046847939491272,0.47594666832990135,0.6846847939491272
0.4315528571605682,0.7702816033363343,0.4315528571605682,0.7902816033363343,0.475730687379837,0.7046902477741241,0.47591284370351983,0.6846902477741241
0.4333331882953644,0.7728049063682557,0.4333331882953644,0.7928049063682557,0.4757668972015381,0.7047823071479797,0.4759356069132271,0.6847823071479797
0.4331888854503631,0.7848329150676728,0.4331888854503631,0.8048329150676728,0.4743484556674957,0.7068012058734894,0.47457759957618906,0.6868012058734894
0.4341301918029785,0.7920044416189194,0.4341301918029785,0.8120044416189194,0.469463437795639,0.7085590958595276,0.4699341219749314,0.6885590958595276
0.4355675876140594,0.7914085739850998,0.4355675876140594,0.8114085739850998,0.4657989740371704,0.7098402082920074,0.46645204874947765,0.6898402082920074
0.439588189125061,0.7954052293300629,0.439588189125061,0.8154052293300629,0.4633328020572662,0.711048811674118,0.46412615490201437,0.691048811674118
0.4428315758705139,0.8051005953550339,0.4428315758705139,0.8251005953550339,0.4612414836883545,0.71211177110672,0.46216830336948966,0.69211177110672
0.4420534372329712,0.8045821094512939,0.4420534372329712,0.824582109451294,0.4588200449943542,0.7124132812023163,0.4598752526876028,0.6924132812023163
0.4419344365596771,0.8045435601472855,0.4419344365596771,0.8245435601472855,0.4587587714195251,0.7128458321094513,0.45982107435954767,0.6928458321094513
0.441741019487381,0.8042429888248444,0.441741019487381,0.8242429888248444,0.4571751058101654,0.7127383649349213,0.45834097224028997,0.6927383649349212
0.441594123840332,0.8027761334180832,0.441594123840332,0.8227761334180832,0.4555566608905792,0.7108554840087891,0.45681875377666775,0.690855484008789
0.4404717981815338,0.8019371384382248,0.4404717981815338,0.8219371384382248,0.4545828104019165,0.7076764106750488,0.45593766776951816,0.6876764106750488
0.4393787980079651,0.8012695217132568,0.4393787980079651,0.8212695217132568,0.4545961916446686,0.7062293887138367,0.4560325082707345,0.6862293887138367
0.4384801983833313,0.8007848912477494,0.4384801983833313,0.8207848912477494,0.454569935798645,0.7056187391281128,0.4560200271527344,0.6856187391281128
0.4378498196601867,0.8005460256338119,0.4378498196601867,0.820546025633812,0.4549060761928558,0.7056875228881836,0.4563620574930166,0.6856875228881836
0.4374726116657257,0.8003949129581451,0.4374726116657257,0.8203949129581452,0.4564792811870575,0.7068410515785217,0.4578845542669539,0.6868410515785217
0.4372262954711914,0.8003008717298508,0.4372262954711914,0.8203008717298508,0.4578753113746643,0.70732581615448,0.4591866870273937,0.68732581615448
0.4365674257278442,0.8022130930423736,0.4365674257278442,0.8222130930423737,0.4599071443080902,0.7097445726394653,0.46112673455418335,0.6897445726394653
0.4307059347629547,0.8018413388729095,0.4307059347629547,0.8218413388729096,0.4610396325588226,0.7106601297855377,0.4621570727652417,0.6906601297855377
0.4249323904514313,0.7983629310131073,0.4249323904514313,0.8183629310131073,0.4625559449195862,0.7116338610649109,0.4635283089763264,0.6916338610649109
0.4234341084957123,0.7964060658216476,0.4234341084957123,0.8164060658216477,0.4636289775371551,0.7120029926300049,0.4645116412229863,0.6920029926300049
0.4190867245197296,0.7864087426662445,0.4190867245197296,0.8064087426662445,0.4658391177654266,0.7118321061134338,0.4664824399978483,0.6918321061134338
0.4186362028121948,0.7825639599561692,0.4186362028121948,0.8025639599561692,0.4664821028709411,0.7117611765861511,0.46704756386769203,0.6917611765861511
0.4176876246929168,0.7730419093370438,0.4176876246929168,0.7930419093370438,0.467470109462738,0.7107153832912445,0.46790625018839094,0.6907153832912445
0.4155531525611877,0.7696602845191955,0.4155531525611877,0.7896602845191956,0.4676648378372192,0.7087936103343964,0.4680090055778144,0.6887936103343963
0.4147910177707672,0.7684318923950195,0.4147910177707672,0.7884318923950195,0.4674745500087738,0.7075376808643341,0.4677501093844338,0.6875376808643341
0.4148329496383667,0.7671737277507782,0.4148329496383667,0.7871737277507782,0.4673367738723755,0.7067612111568451,0.4675704387273482,0.6867612111568451
0.4142131209373474,0.7686674648523331,0.4142131209373474,0.7886674648523331,0.4664537310600281,0.7067999541759491,0.4666416297388808,0.6867999541759491
0.4147909581661224,0.7694250547885895,0.4147909581661224,0.7894250547885895,0.464533656835556,0.7075237035751343,0.4647341312229457,0.6875237035751343
0.4148754477500915,0.7755469733476639,0.4148754477500915,0.7955469733476639,0.4619925022125244,0.7086227834224701,0.46229404871786894,0.6886227834224701
0.4153801798820495,0.7849164658784866,0.4153801798820495,0.8049164658784866,0.4582238495349884,0.709405243396759,0.4587327769766916,0.689405243396759
0.4165683686733246,0.7879381829500198,0.4165683686733246,0.8079381829500198,0.4545717239379883,0.7101079225540161,0.45528004382111165,0.6901079225540161
0.4179815948009491,0.7891503030061722,0.4179815948009491,0.8091503030061722,0.453520119190216,0.7103703022003174,0.45428752488420826,0.6903703022003174
0.4195593297481537,0.7917838597297668,0.4195593297481537,0.8117838597297669,0.4513836205005646,0.7105548977851868,0.45227487491900215,0.6905548977851867
0.4233740866184234,0.796334838271141,0.4233740866184234,0.8163348382711411,0.4492599070072174,0.7108241319656372,0.4502777869324029,0.6908241319656372
