lower_left_arm_1_x,lower_left_arm_1_y,lower_left_arm_2_x,lower_left_arm_2_y,lower_left_arm_3_x,lower_left_arm_3_y,lower_left_arm_4_x,lower_left_arm_4_y
0.3645481169223785,0.8602542957663537,0.3651298880577087,0.8902542957663537,0.4255481958389282,0.8035735177993775,0.4255481958389282,0.7435735177993774
0.3768791556358337,0.8869471481442451,0.3808547854423523,0.9169471481442452,0.4315528571605682,0.8102816033363343,0.4315528571605682,0.7502816033363343
0.3809610307216644,0.8914066782593728,0.3851270973682403,0.9214066782593728,0.4333331882953644,0.8128049063682556,0.4333331882953644,0.7528049063682557
0.3936225473880768,0.9208094707131386,0.3997448980808258,0.9508094707131386,0.4331888854503631,0.8248329150676728,0.4331888854503631,0.7648329150676728
0.4245102107524872,0.9209763190150261,0.4304641187191009,0.9509763190150261,0.4341301918029785,0.8320044416189194,0.4341301918029785,0.7720044416189193
0.4470070302486419,0.9174974790215493,0.45407235622406,0.9474974790215493,0.4355675876140594,0.8314085739850998,0.4355675876140594,0.7714085739850998
0.467283546924591,0.9128232902288437,0.4745936393737793,0.9428232902288437,0.439588189125061,0.8354052293300629,0.439588189125061,0.7754052293300628
0.4868706166744232,0.9095219752192498,0.4918221831321716,0.9395219752192498,0.4428315758705139,0.8451005953550339,0.4428315758705139,0.7851005953550338
0.5008988976478577,0.9032512983679771,0.5044708847999573,0.9332512983679772,0.4420534372329712,0.844582109451294,0.4420534372329712,0.7845821094512939
0.50359046459198,0.8993685549497605,0.5070363283157349,0.9293685549497606,0.4419344365596771,0.8445435601472855,0.4419344365596771,0.7845435601472854
0.5145007371902466,0.8892162969708443,0.518090009689331,0.9192162969708443,0.441741019487381,0.8442429888248444,0.441741019487381,0.7842429888248443
0.5177876949310303,0.8688697150349617,0.5211015939712524,0.8988697150349617,0.441594123840332,0.8427761334180832,0.441594123840332,0.7827761334180832
0.5163669586181641,0.8625784671306611,0.5199434757232666,0.8925784671306611,0.4404717981815338,0.8419371384382248,0.4404717981815338,0.7819371384382248
0.5106381177902222,0.8681644952297211,0.5145564079284668,0.8981644952297211,0.4393787980079651,0.8412695217132569,0.4393787980079651,0.7812695217132568
0.5098377466201782,0.8701893022656441,0.5140213966369629,0.9001893022656441,0.4384801983833313,0.8407848912477494,0.4384801983833313,0.7807848912477494
0.5031176209449768,0.8876154428720475,0.5070763230323792,0.9176154428720475,0.4378498196601867,0.840546025633812,0.4378498196601867,0.7805460256338119
0.446689635515213,0.9150819486379623,0.4546387791633606,0.9450819486379624,0.4374726116657257,0.8403949129581452,0.4374726116657257,0.7803949129581451
0.4430496096611023,0.9239246478676796,0.4522545635700226,0.9539246478676796,0.4372262954711914,0.8403008717298508,0.4372262954711914,0.7803008717298507
0.4163838326931,0.930721734315157,0.4241096377372741,0.9607217343151571,0.4365674257278442,0.8422130930423737,0.4365674257278442,0.7822130930423736
0.3874287605285644,0.9281032948195935,0.3916518092155456,0.9581032948195936,0.4307059347629547,0.8418413388729096,0.4307059347629547,0.7818413388729095
0.3742665648460388,0.9222357502579689,0.3768337666988373,0.9522357502579689,0.4249323904514313,0.8383629310131073,0.4249323904514313,0.7783629310131073
0.3747172057628631,0.9197760975360871,0.3771265149116516,0.9497760975360872,0.4234341084957123,0.8364060658216477,0.4234341084957123,0.7764060658216476
0.3510807454586029,0.88080849558115,0.3516988158226013,0.9108084955811501,0.4190867245197296,0.8264087426662445,0.4190867245197296,0.7664087426662445
