left_leg_1_x,left_leg_1_y,left_leg_2_x,left_leg_2_y,left_leg_3_x,left_leg_3_y,left_leg_4_x,left_leg_4_y
0.4805249124765396,0.31801044940948486,0.49511393904685974,0.31689320007960003,0.4883645176887512,0.18085312843322754,0.44836451768875124,0.18085312843322754
0.47936074435710907,0.3061252236366272,0.4945984482765198,0.31000590324401855,0.4906240403652191,0.17053216695785522,0.45062404036521914,0.17053216695785522
0.47914138436317444,0.3047475814819336,0.4945787489414215,0.309699018796285,0.4938264787197113,0.16778606176376343,0.4538264787197113,0.16778606176376343
0.47894173860549927,0.30589306354522705,0.4943699638048808,0.31419098377227783,0.4943452477455139,0.16449475288391113,0.45434524774551394,0.16449475288391113
0.4789633154869079,0.30489659309387207,0.4942176540692647,0.3166471521059672,0.4940376877784729,0.16318488121032715,0.4540376877784729,0.16318488121032715
0.4790158271789551,0.30508244037628174,0.4939512809117635,0.31902756293614704,0.4939840734004974,0.16396605968475342,0.4539840734004974,0.16396605968475342
0.479315921664238,0.3081229329109192,0.4939359128475189,0.3208938439687093,0.494498461484909,0.16456979513168335,0.454498461484909,0.16456979513168335
0.4795468896627426,0.3170962929725647,0.4940147399902344,0.32659103473027545,0.4951451420783996,0.17165660858154297,0.4551451420783996,0.17165660858154297
0.4795546233654022,0.3194180727005005,0.49401427308718365,0.32751105229059857,0.4966393113136291,0.17177528142929077,0.4566393113136291,0.17177528142929077
0.47965474426746363,0.3194369077682495,0.49414463837941486,0.32715781529744464,0.4973745942115783,0.1724550724029541,0.45737459421157833,0.1724550724029541
0.48004284501075745,0.32045090198516846,0.49455617864926654,0.32682714859644574,0.4971816539764404,0.17009025812149048,0.4571816539764404,0.17009025812149048
0.4803890436887741,0.3173443078994751,0.4951748748620351,0.32190459966659546,0.4948374330997467,0.16827493906021118,0.4548374330997467,0.16827493906021118
0.4809570908546448,0.31834715604782104,0.4959286153316498,0.32016756137212116,0.4918196499347687,0.16691845655441284,0.4518196499347687,0.16691845655441284
0.48250891268253326,0.31755852699279785,0.49727773666381836,0.317627747853597,0.4893712103366852,0.16638076305389404,0.4493712103366852,0.16638076305389404
0.48272891342639923,0.3172435164451599,0.4975288311640422,0.3172958691914876,0.4888084232807159,0.1638246774673462,0.4488084232807159,0.1638246774673462
0.4831688851118088,0.3174571394920349,0.4979579448699951,0.3179329037666321,0.4888704121112823,0.16969943046569824,0.4488704121112823,0.16969943046569824
0.4824182093143463,0.33767539262771606,0.4974679450194041,0.3314424951871236,0.4885450601577759,0.23023706674575806,0.4485450601577759,0.23023706674575806
0.48203030228614807,0.33893418312072754,0.49724042415618896,0.33249493439992267,0.4882429540157318,0.2307964563369751,0.44824295401573183,0.2307964563369751
0.48185648024082184,0.3497985005378723,0.4972275296847026,0.33986057837804157,0.4877543747425079,0.23267501592636108,0.4477543747425079,0.23267501592636108
0.4812308400869369,0.34927690029144287,0.496686965227127,0.3392956455548604,0.4876369535923004,0.23173505067825317,0.44763695359230044,0.23173505067825317
0.4802233874797821,0.3482423424720764,0.49579675992329914,0.33827000856399536,0.4874395132064819,0.22655904293060303,0.4474395132064819,0.22655904293060303
0.47968314588069916,0.348236620426178,0.49532510836919147,0.337912122408549,0.4873071014881134,0.22998392581939697,0.4473071014881134,0.22998392581939697
0.47784656286239624,0.33853721618652344,0.4935752948125203,0.3314790725708008,0.4851484298706054,0.22538501024246216,0.44514842987060543,0.22538501024246216
