lower_right_arm_1_x,lower_right_arm_1_y,lower_right_arm_2_x,lower_right_arm_2_y,lower_right_arm_3_x,lower_right_arm_3_y,lower_right_arm_4_x,lower_right_arm_4_y
0.5231466293334961,0.9227445268630982,0.5279060006141663,0.8927445268630981,0.58260577917099,0.7781370294094085,0.58260577917099,0.8381370294094086
0.5378771424293518,0.9307150089740754,0.5441440939903259,0.9007150089740754,0.5828849673271179,0.7778274577856064,0.5828849673271179,0.8378274577856064
0.5406676530838013,0.9349958741664887,0.5473126173019409,0.9049958741664886,0.5832154750823975,0.7778045547008514,0.5832154750823975,0.8378045547008515
0.5619843006134033,0.9521935203671456,0.5710208415985107,0.9221935203671455,0.5839461088180542,0.7774107915163042,0.5839461088180542,0.8374107915163042
0.5852189064025879,0.9544194297492505,0.5912103652954102,0.9244194297492505,0.5845864415168762,0.7766341876983642,0.5845864415168762,0.8366341876983643
0.6054755449295044,0.9517720633745194,0.6107494831085205,0.9217720633745193,0.5848922729492188,0.7718333315849306,0.5848922729492188,0.8318333315849306
0.6217366456985474,0.9465063729882242,0.6253727078437805,0.9165063729882241,0.5850242376327515,0.766115905046463,0.5850242376327515,0.826115905046463
0.6364559531211853,0.926288008093834,0.6378013491630554,0.896288008093834,0.5858462452888489,0.7622650724649429,0.5858462452888489,0.822265072464943
0.6472424864768982,0.9012860873341562,0.6475862860679626,0.8712860873341561,0.5860485434532166,0.7550793600082397,0.5860485434532166,0.8150793600082398
0.6488009691238403,0.8951298066973687,0.6497222781181335,0.8651298066973687,0.585726797580719,0.7509595614671709,0.585726797580719,0.8109595614671709
0.6577943563461304,0.8771923476457596,0.6587004661560059,0.8471923476457596,0.5855053663253784,0.7450432640314104,0.5855053663253784,0.8050432640314104
0.6653680801391602,0.8621008092164995,0.665169358253479,0.8321008092164994,0.5854756832122803,0.7417407941818239,0.5854756832122803,0.8017407941818239
0.6662251353263855,0.8539094322919846,0.6657659411430359,0.8239094322919845,0.5854687690734863,0.7408884924650194,0.5854687690734863,0.8008884924650194
0.6631380915641785,0.858340590596199,0.66331946849823,0.828340590596199,0.5855813026428223,0.7411266130208969,0.5855813026428223,0.8011266130208969
0.6627976298332214,0.85943299472332,0.6630201935768127,0.82943299472332,0.5859889984130859,0.7398267549276352,0.5859889984130859,0.7998267549276352
0.6577398777008057,0.865584164261818,0.658860445022583,0.8355841642618179,0.5856329798698425,0.7413650166988373,0.5856329798698425,0.8013650166988373
0.6316277980804443,0.9196287834644318,0.634307324886322,0.8896287834644317,0.5860249400138855,0.755382941365242,0.5860249400138855,0.815382941365242
0.6265800595283508,0.9315072739124299,0.628840982913971,0.9015072739124299,0.5865192413330078,0.7602699559926986,0.5865192413330078,0.8202699559926987
0.6050758957862854,0.9467606315016747,0.6109818816184998,0.9167606315016746,0.5870122909545898,0.7681566041707992,0.5870122909545898,0.8281566041707993
0.5752099752426147,0.94582544952631,0.5815865993499756,0.91582544952631,0.5868867039680481,0.7710416626930237,0.5868867039680481,0.8310416626930237
0.5526757836341858,0.9455047318339348,0.5582658648490906,0.9155047318339348,0.5866310000419617,0.7743069392442705,0.5866310000419617,0.8343069392442705
0.5497955083847046,0.9452554950118065,0.5554556846618652,0.9152554950118065,0.5863792300224304,0.7756351840496065,0.5863792300224304,0.8356351840496065
0.5221716165542603,0.9400757321715355,0.5273681879043579,0.9100757321715355,0.5860373973846436,0.7781593960523605,0.5860373973846436,0.8381593960523606
0.5186503529548645,0.9355583930015564,0.5232027173042297,0.9055583930015564,0.5856918692588806,0.7791531544923782,0.5856918692588806,0.8391531544923783
0.5103621482849121,0.9196545699238778,0.5151225924491882,0.8896545699238778,0.5846126675605774,0.7787416291236877,0.5846126675605774,0.8387416291236878
0.5065730214118958,0.908984578549862,0.5112711191177368,0.878984578549862,0.5828527808189392,0.7778068196773529,0.5828527808189392,0.8378068196773529
0.5073593854904175,0.9076423713564873,0.5119548439979553,0.8776423713564873,0.5807080268859863,0.7771837276220321,0.5807080268859863,0.8371837276220322
0.5069379806518555,0.9062246599793435,0.5117350816726685,0.8762246599793435,0.5792566537857056,0.7770530593395235,0.5792566537857056,0.8370530593395235
0.515690267086029,0.9094708108901978,0.5204544067382812,0.8794708108901977,0.5782386660575867,0.7767849725484848,0.5782386660575867,0.8367849725484848
0.5173744559288025,0.926945216357708,0.5260545015335083,0.896945216357708,0.5772374272346497,0.7765167665481567,0.5772374272346497,0.8365167665481568
0.548012375831604,0.9477135756611824,0.5549363493919373,0.9177135756611824,0.5764625668525696,0.7763371330499649,0.5764625668525696,0.8363371330499649
0.5714725852012634,0.9537362934648991,0.5788927674293518,0.923736293464899,0.5761432647705078,0.7760786128044128,0.5761432647705078,0.8360786128044129
0.5949633717536926,0.9470906326174736,0.6001258492469788,0.9170906326174736,0.5757054090499878,0.7703478199243545,0.5757054090499878,0.8303478199243546
0.5959770083427429,0.9446879023313524,0.6010575890541077,0.9146879023313523,0.5752728581428528,0.7676276874542236,0.5752728581428528,0.8276276874542237
0.6112927794456482,0.9429732927680016,0.6152409315109253,0.9129732927680015,0.5753939747810364,0.765434832572937,0.5753939747810364,0.825434832572937
0.6294154524803162,0.9245744714140892,0.6307505965232849,0.8945744714140892,0.5756553411483765,0.7623406809568407,0.5756553411483765,0.8223406809568407
0.639873743057251,0.8989802071452141,0.6403074860572815,0.8689802071452141,0.5756772756576538,0.7558781814575195,0.5756772756576538,0.8158781814575196
0.6482934951782227,0.87336760699749,0.6485429406166077,0.84336760699749,0.5757222771644592,0.7472609889507293,0.5757222771644592,0.8072609889507294
0.6558544635772705,0.8527511650323868,0.6549603939056396,0.8227511650323868,0.5758044123649597,0.7392227661609649,0.5758044123649597,0.799222766160965
0.6574612855911255,0.8490321332216263,0.6567266583442688,0.8190321332216263,0.5764285326004028,0.7385402482748031,0.5764285326004028,0.7985402482748032
0.659857451915741,0.8394263231754303,0.6599002480506897,0.8094263231754303,0.578435480594635,0.7359605741500854,0.578435480594635,0.7959605741500855
0.6592728495597839,0.8429690146446228,0.6590374112129211,0.8129690146446228,0.578741729259491,0.7348327499628067,0.578741729259491,0.7948327499628067
0.6510778665542603,0.8526844674348832,0.651486873626709,0.8226844674348832,0.5770719647407532,0.7363507163524627,0.5770719647407532,0.7963507163524628
0.6487495303153992,0.874391897916794,0.6492071747779846,0.8443918979167939,0.5757198333740234,0.7395541679859161,0.5757198333740234,0.7995541679859162
0.6308739185333252,0.911751306951046,0.6321703791618347,0.881751306951046,0.5758351683616638,0.7525091630220415,0.5758351683616638,0.8125091630220415
0.6246450543403625,0.9204325073957444,0.6266188025474548,0.8904325073957444,0.5763631463050842,0.7576932173967361,0.5763631463050842,0.8176932173967362
0.5773358941078186,0.9377727949619294,0.5845641493797302,0.9077727949619294,0.5764751434326172,0.7668171834945678,0.5764751434326172,0.8268171834945679
0.5720389485359192,0.9423351877927781,0.5778325796127319,0.9123351877927781,0.5762616395950317,0.7692908060550689,0.5762616395950317,0.829290806055069
0.5498330593109131,0.9447297969460489,0.5551108717918396,0.9147297969460488,0.5760230422019958,0.7718441349267959,0.5760230422019958,0.831844134926796
0.5312614440917969,0.9408082434535027,0.5374094247817993,0.9108082434535026,0.5758242011070251,0.7754737746715545,0.5758242011070251,0.8354737746715546
0.5175953507423401,0.9352395305037499,0.5232967138290405,0.9052395305037498,0.5758337378501892,0.7767627698183059,0.5758337378501892,0.836762769818306
0.5174498558044434,0.9320510321855545,0.5232467651367188,0.9020510321855545,0.5757843852043152,0.777687446475029,0.5757843852043152,0.837687446475029
0.5060282945632935,0.9153582671284676,0.5104796290397644,0.8853582671284675,0.575922429561615,0.7767297190427782,0.575922429561615,0.8367297190427782
0.4967359900474548,0.8995575675368309,0.5005371570587158,0.8695575675368309,0.5759001970291138,0.7757932257652282,0.5759001970291138,0.8357932257652283
0.4955186545848846,0.8862814152240754,0.4995745420455932,0.8562814152240754,0.575912594795227,0.7728778433799743,0.575912594795227,0.8328778433799744
0.4979456961154938,0.880983173251152,0.5015701651573181,0.850983173251152,0.5759186744689941,0.7678210747241974,0.5759186744689941,0.8278210747241974
0.5028730034828186,0.8846669042110443,0.5069054961204529,0.8546669042110443,0.5757921934127808,0.7672265034914016,0.5757921934127808,0.8272265034914017
0.5040033459663391,0.8856216812133789,0.5082966685295105,0.8556216812133789,0.5757415294647217,0.7669418019056322,0.5757415294647217,0.8269418019056322
0.5047714710235596,0.8980338194966317,0.5097223520278931,0.8680338194966317,0.5756301879882812,0.7653182160854339,0.5756301879882812,0.825318216085434
0.531462550163269,0.9293541529774666,0.5375993847846985,0.8993541529774666,0.5745952129364014,0.7649726581573486,0.5745952129364014,0.8249726581573487
0.5548834800720215,0.9407772043347359,0.5599071979522705,0.9107772043347359,0.5743649005889893,0.7648708236217499,0.5743649005889893,0.8248708236217499
0.5817436575889587,0.94063496530056,0.5866862535476685,0.91063496530056,0.5740583539009094,0.7598458540439605,0.5740583539009094,0.8198458540439606
0.6001818776130676,0.933926551938057,0.6042520403862,0.9039265519380569,0.5740896463394165,0.7550465029478073,0.5740896463394165,0.8150465029478073
0.6019275188446045,0.9306296998262406,0.6056905388832092,0.9006296998262405,0.5741802453994751,0.7542722684144973,0.5741802453994751,0.8142722684144974
0.6195717453956604,0.9271005311608315,0.6214382648468018,0.8971005311608314,0.5753920078277588,0.7535717499256134,0.5753920078277588,0.8135717499256134
0.6318395733833313,0.90088897138834,0.6335633993148804,0.87088897138834,0.5766059756278992,0.7469572585821151,0.5766059756278992,0.8069572585821152
0.6426336765289307,0.8731554144620896,0.6429607272148132,0.8431554144620895,0.577135443687439,0.738356442451477,0.577135443687439,0.7983564424514771
0.650610089302063,0.8538489186763764,0.6507176160812378,0.8238489186763763,0.5796437859535217,0.7306609463691711,0.5796437859535217,0.7906609463691712
0.6565097570419312,0.8365076327323914,0.656103253364563,0.8065076327323913,0.580180823802948,0.7238843005895614,0.580180823802948,0.7838843005895615
