head_1_x,head_1_y,head_2_x,head_2_y,head_3_x,head_3_y,head_4_x,head_4_y
0.4981128573417663,0.7829595804214478,0.5307425260543823,0.7833953499794006,0.5307425260543823,0.7075924873352051,0.4981128573417663,0.7046847939491272
0.4981318116188049,0.7853302210569382,0.5304891467094421,0.7860046625137329,0.5304891467094421,0.7075310349464417,0.4981318116188049,0.7046902477741241
0.4981599152088165,0.7883752435445786,0.5303428173065186,0.7893422096967698,0.5303428173065186,0.7075410783290863,0.4981599152088165,0.7047823071479797
0.4973209202289581,0.7922997027635574,0.5295698046684265,0.7923655807971954,0.5295698046684265,0.7086441814899445,0.4973209202289581,0.7068012058734894
0.4948171079158783,0.7973965555429459,0.5278253555297852,0.7969330251216888,0.5278253555297852,0.7095460891723633,0.4948171079158783,0.7085590958595276
0.4928310513496399,0.8029371798038483,0.5257299542427063,0.8006036579608918,0.5257299542427063,0.7101111710071564,0.4928310513496399,0.7098402082920074
0.4909504055976867,0.8054673373699189,0.5229372382164001,0.8029461055994034,0.5229372382164001,0.7105925679206848,0.4909504055976867,0.711048811674118
0.488747626543045,0.8078187108039856,0.5206307172775269,0.8045883178710938,0.5206307172775269,0.7106973528862,0.488747626543045,0.71211177110672
0.4872487485408783,0.8085604012012482,0.5186759829521179,0.8047145009040833,0.5186759829521179,0.7108112275600433,0.4872487485408783,0.7124132812023163
0.4862251579761505,0.8081419914960862,0.5174200534820557,0.8044922649860382,0.5174200534820557,0.7108083963394165,0.4862251579761505,0.7128458321094513
0.4852298200130462,0.8073599189519883,0.5156531929969788,0.8039720356464386,0.5156531929969788,0.7106175422668457,0.4852298200130462,0.7127383649349213
0.4834217429161072,0.8053300529718399,0.5139248967170715,0.8016567379236221,0.5139248967170715,0.710135281085968,0.4834217429161072,0.7108554840087891
0.48231241106987,0.8003200441598893,0.5126416087150574,0.7974705994129181,0.5126416087150574,0.709521472454071,0.48231241106987,0.7076764106750488
0.4812744557857513,0.7985202521085739,0.512056827545166,0.7963385134935379,0.512056827545166,0.7092595994472504,0.4812744557857513,0.7062293887138367
0.48105388879776,0.7984380722045898,0.5118340253829956,0.7960400432348251,0.5118340253829956,0.7087527215480804,0.48105388879776,0.7056187391281128
0.481134295463562,0.7998938411474228,0.5119604468345642,0.7972938120365143,0.5119604468345642,0.7087981104850769,0.481134295463562,0.7056875228881836
0.4814882576465606,0.8029812723398209,0.5123035907745361,0.8009949922561646,0.5123035907745361,0.7108538448810577,0.4814882576465606,0.7068410515785217
0.4817225337028503,0.8029000461101532,0.5125328302383423,0.8015119880437851,0.5125328302383423,0.712020605802536,0.4817225337028503,0.70732581615448
0.4818406403064728,0.802868440747261,0.5132457613945007,0.8026664555072784,0.5132457613945007,0.7137175798416138,0.4818406403064728,0.7097445726394653
0.4820112586021423,0.8045642971992493,0.5137112736701965,0.8052677065134048,0.5137112736701965,0.714927613735199,0.4820112586021423,0.7106601297855377
