lower_left_arm_1_x,lower_left_arm_1_y,lower_left_arm_2_x,lower_left_arm_2_y,lower_left_arm_3_x,lower_left_arm_3_y,lower_left_arm_4_x,lower_left_arm_4_y
0.3645481169223785,0.7152542957663537,0.36454811692237854,0.85,0.4255481958389282,0.8535735177993775,0.4255481958389282,0.6935735177993775
0.3768791556358337,0.7419471481442451,0.3768791556358337,0.85,0.4315528571605682,0.8602816033363344,0.4315528571605682,0.7002816033363344
0.3809610307216644,0.7464066782593728,0.38096103072166443,0.85,0.4333331882953644,0.8628049063682558,0.4333331882953644,0.7028049063682558
0.3936225473880768,0.7758094707131385,0.39362254738807684,0.85,0.4331888854503631,0.8748329150676729,0.4331888854503631,0.7148329150676729
0.4245102107524872,0.7759763190150261,0.4245102107524872,0.85,0.4341301918029785,0.8820044416189194,0.4341301918029785,0.7220044416189194
0.4470070302486419,0.7724974790215493,0.4470070302486419,0.85,0.4355675876140594,0.8814085739850999,0.4355675876140594,0.7214085739850998
0.467283546924591,0.7678232902288437,0.467283546924591,0.85,0.439588189125061,0.8854052293300629,0.439588189125061,0.7254052293300629
0.4868706166744232,0.7645219752192498,0.4868706166744232,0.85,0.4428315758705139,0.895100595355034,0.4428315758705139,0.7351005953550339
0.5008988976478577,0.7582512983679771,0.5008988976478577,0.85,0.4420534372329712,0.894582109451294,0.4420534372329712,0.734582109451294
0.50359046459198,0.7543685549497605,0.50359046459198,0.85,0.4419344365596771,0.8945435601472855,0.4419344365596771,0.7345435601472855
0.5145007371902466,0.7442162969708442,0.5145007371902466,0.85,0.441741019487381,0.8942429888248444,0.441741019487381,0.7342429888248444
0.5177876949310303,0.7238697150349617,0.5177876949310303,0.85,0.441594123840332,0.8927761334180833,0.441594123840332,0.7327761334180832
0.5163669586181641,0.7175784671306611,0.5163669586181641,0.85,0.4404717981815338,0.8919371384382249,0.4404717981815338,0.7319371384382248
0.5106381177902222,0.723164495229721,0.5106381177902222,0.85,0.4393787980079651,0.8912695217132569,0.4393787980079651,0.7312695217132569
0.5098377466201782,0.725189302265644,0.5098377466201782,0.85,0.4384801983833313,0.8907848912477495,0.4384801983833313,0.7307848912477495
0.5031176209449768,0.7426154428720475,0.5031176209449768,0.85,0.4378498196601867,0.890546025633812,0.4378498196601867,0.730546025633812
0.446689635515213,0.7700819486379623,0.446689635515213,0.85,0.4374726116657257,0.8903949129581452,0.4374726116657257,0.7303949129581452
0.4430496096611023,0.7789246478676796,0.4430496096611023,0.85,0.4372262954711914,0.8903008717298508,0.4372262954711914,0.7303008717298508
0.4163838326931,0.785721734315157,0.41638383269310003,0.85,0.4365674257278442,0.8922130930423737,0.4365674257278442,0.7322130930423737
0.3874287605285644,0.7831032948195935,0.38742876052856445,0.85,0.4307059347629547,0.8918413388729096,0.4307059347629547,0.7318413388729096
0.3742665648460388,0.7772357502579689,0.3742665648460388,0.85,0.4249323904514313,0.8883629310131074,0.4249323904514313,0.7283629310131073
0.3747172057628631,0.7747760975360871,0.37471720576286316,0.85,0.4234341084957123,0.8864060658216477,0.4234341084957123,0.7264060658216477
0.3510807454586029,0.73580849558115,0.3510807454586029,0.85,0.4190867245197296,0.8764087426662446,0.4190867245197296,0.7164087426662445
0.3489381372928619,0.7271711567044259,0.34893813729286194,0.85,0.4186362028121948,0.8725639599561693,0.4186362028121948,0.7125639599561693
0.3448580503463745,0.7076751255989074,0.34485805034637457,0.85,0.4176876246929168,0.8630419093370438,0.4176876246929168,0.7030419093370438
0.3386035561561584,0.6942296290397644,0.3386035561561584,0.85,0.4155531525611877,0.8596602845191956,0.4155531525611877,0.6996602845191956
0.3404013216495514,0.6947588735818863,0.3404013216495514,0.85,0.4147910177707672,0.8584318923950196,0.4147910177707672,0.6984318923950196
0.3406309485435486,0.6950277799367904,0.3406309485435486,0.85,0.4148329496383667,0.8571737277507783,0.4148329496383667,0.6971737277507782
0.3436993062496185,0.7036086285114288,0.34369930624961853,0.85,0.4142131209373474,0.8586674648523331,0.4142131209373474,0.6986674648523331
0.3508621156215668,0.7310209611058236,0.35086211562156683,0.85,0.4147909581661224,0.8594250547885895,0.4147909581661224,0.6994250547885895
0.370548278093338,0.7604539060592652,0.37054827809333807,0.85,0.4148754477500915,0.865546973347664,0.4148754477500915,0.7055469733476639
0.3976300954818725,0.7752639093995095,0.3976300954818725,0.85,0.4153801798820495,0.8749164658784867,0.4153801798820495,0.7149164658784867
0.4179671108722687,0.771896187365055,0.4179671108722687,0.85,0.4165683686733246,0.8779381829500199,0.4165683686733246,0.7179381829500199
0.4230387806892395,0.7719395944476127,0.4230387806892395,0.85,0.4179815948009491,0.8791503030061723,0.4179815948009491,0.7191503030061722
0.4441754519939422,0.7686952540278434,0.44417545199394226,0.85,0.4195593297481537,0.8817838597297669,0.4195593297481537,0.7217838597297669
0.4648370742797851,0.7652043068408966,0.4648370742797851,0.85,0.4233740866184234,0.8863348382711411,0.4233740866184234,0.7263348382711411
0.4810765981674194,0.7574414351582528,0.48107659816741943,0.85,0.4238114655017853,0.8882835227251054,0.4238114655017853,0.7282835227251053
0.4916087090969085,0.7404164412617683,0.4916087090969085,0.85,0.4234073162078857,0.887777151465416,0.4234073162078857,0.727777151465416
0.4962824881076813,0.7171090209484101,0.49628248810768133,0.85,0.4218213558197021,0.8869968372583391,0.4218213558197021,0.7269968372583391
0.4985874593257904,0.7120424473285675,0.49858745932579046,0.85,0.4213996529579162,0.8868792521953583,0.4213996529579162,0.7268792521953583
0.497968316078186,0.7032835894823074,0.49796831607818604,0.85,0.4205208122730255,0.8848726469278336,0.4205208122730255,0.7248726469278336
0.4955687820911407,0.7048715317249298,0.49556878209114075,0.85,0.4197334051132202,0.8828944581747056,0.4197334051132202,0.7228944581747055
0.4861438870429992,0.7112957948446273,0.48614388704299927,0.85,0.4195327162742615,0.882418664097786,0.4195327162742615,0.722418664097786
0.466082215309143,0.7407796049118042,0.466082215309143,0.85,0.4195381104946136,0.8823971319198609,0.4195381104946136,0.7223971319198609
0.4356929361820221,0.7619857975840568,0.43569293618202215,0.85,0.4196049869060516,0.8823276627063753,0.4196049869060516,0.7223276627063753
0.4299528300762176,0.7674113699793815,0.4299528300762176,0.85,0.4196706414222717,0.882265539765358,0.4196706414222717,0.722265539765358
0.3815072476863861,0.7679502406716346,0.38150724768638616,0.85,0.4185068011283874,0.8808604049682619,0.4185068011283874,0.7208604049682619
0.3771682679653168,0.773205634355545,0.3771682679653168,0.85,0.4183243215084076,0.8806422370672227,0.4183243215084076,0.7206422370672226
0.3662824928760528,0.7674852201342582,0.3662824928760528,0.85,0.4165776968002319,0.8750650900602341,0.4165776968002319,0.7150650900602341
0.3515292108058929,0.7513637506961822,0.35152921080589294,0.85,0.4140682518482208,0.8719828891754151,0.4140682518482208,0.7119828891754151
0.3409225642681122,0.7241081261634826,0.3409225642681122,0.85,0.411580353975296,0.8647916036844254,0.411580353975296,0.7047916036844254
0.3405143916606903,0.7198542320728302,0.3405143916606903,0.85,0.4104311168193817,0.8630271571874619,0.4104311168193817,0.7030271571874619
0.3321272432804107,0.6949754917621612,0.33212724328041077,0.85,0.4080096185207367,0.8573227393627167,0.4080096185207367,0.6973227393627167
0.3259083032608032,0.6709662789106369,0.3259083032608033,0.8309662789106368,0.404566079378128,0.8463965374231339,0.404566079378128,0.6863965374231339
0.3234811425209045,0.6520743930339814,0.32348114252090454,0.8120743930339814,0.4014914631843567,0.840722577571869,0.4014914631843567,0.6807225775718689
0.3219526410102844,0.6533080601692199,0.3219526410102845,0.8133080601692199,0.3998844921588897,0.8418891447782517,0.3998844921588897,0.6818891447782517
0.3267845511436462,0.6713505500555038,0.32678455114364624,0.8313505500555037,0.4001863896846771,0.845144094824791,0.4001863896846771,0.685144094824791
0.3275642991065979,0.6779089981317521,0.3275642991065979,0.8379089981317521,0.4001444876194,0.8469913470745087,0.4001444876194,0.6869913470745087
0.3327762484550476,0.7039479130506515,0.33277624845504766,0.85,0.4008192420005798,0.8524868208169938,0.4008192420005798,0.6924868208169938
0.3447673916816711,0.7396720314025879,0.34476739168167114,0.85,0.4009108543395996,0.8589029479026795,0.4009108543395996,0.6989029479026795
0.3771154284477234,0.7590030619502067,0.3771154284477234,0.85,0.403454452753067,0.8607320952415467,0.403454452753067,0.7007320952415467
0.4060875177383423,0.7571794429421425,0.4060875177383423,0.85,0.4042414724826813,0.8640749472379685,0.4042414724826813,0.7040749472379685
0.4281474947929382,0.7555008271336555,0.4281474947929382,0.85,0.4051851034164428,0.8660538065433504,0.4051851034164428,0.7060538065433504
