right_leg_1_x,right_leg_1_y,right_leg_2_x,right_leg_2_y,right_leg_3_x,right_leg_3_y,right_leg_4_x,right_leg_4_y
0.5263696322838466,-0.18422404925028482,0.5742919921875,-0.18534129858016968,0.5719702029228211,0.20679378509521484,0.531970202922821,0.20679378509521484
0.5265028188625972,-0.1861134171485901,0.5750738561153412,-0.18223273754119873,0.5755729460716248,0.21309971809387207,0.5355729460716248,0.21309971809387207
0.5266827801863353,-0.18534954388936362,0.5754534780979157,-0.1803981065750122,0.5781064414978028,0.21636879444122314,0.5381064414978027,0.21636879444122314
0.526464855670929,-0.1775110960006714,0.5752264142036438,-0.1692131757736206,0.5780179286003113,0.22711771726608276,0.5380179286003113,0.22711771726608276
0.5261386593182882,-0.17160228888193765,0.5747263312339783,-0.15985172986984253,0.5754818105697632,0.23463654518127441,0.5354818105697632,0.23463654518127441
0.5255534013112386,-0.16702731450398764,0.5738221883773804,-0.15308219194412231,0.5705439233779908,0.2382538914680481,0.5305439233779907,0.2382538914680481
0.5252225706974666,-0.16633524497350058,0.5731758952140809,-0.15356433391571045,0.5671530151367188,0.24303704500198364,0.5271530151367188,0.24303704500198364
0.5251492569843929,-0.16391422351201376,0.5729504406452179,-0.15441948175430298,0.5644017243385315,0.23947197198867798,0.5244017243385315,0.23947197198867798
0.5251405894756318,-0.16439596811930338,0.5729335725307465,-0.15630298852920532,0.562976815700531,0.21812909841537476,0.522976815700531,0.21812909841537476
0.5253011991580327,-0.1651212771733602,0.5731244266033173,-0.15740036964416504,0.5625719809532166,0.2172226905822754,0.5225719809532166,0.2172226905822754
0.5257361789544424,-0.166796604792277,0.5735828459262848,-0.16042035818099976,0.5615646624565125,0.20775002241134644,0.5215646624565125,0.20775002241134644
0.5266273727019628,-0.17353510856628418,0.5747465372085572,-0.16897481679916382,0.5585527205467224,0.1865091323852539,0.5185527205467224,0.1865091323852539
0.5275668064753215,-0.1780120333035787,0.5758716642856598,-0.17619162797927856,0.5556784057617188,0.17254585027694702,0.5156784057617188,0.17254585027694702
0.5287132273117702,-0.18230303128560385,0.5768153846263886,-0.1822338104248047,0.5547978067398072,0.16796916723251343,0.5147978067398071,0.16796916723251343
0.5289954155683518,-0.18265177806218466,0.577128666639328,-0.18259942531585693,0.555242874622345,0.16631174087524414,0.515242874622345,0.16631174087524414
0.5294136712948482,-0.18159133195877075,0.5775360643863678,-0.18111556768417358,0.5547122740745545,0.1718868613243103,0.5147122740745544,0.1718868613243103
0.5291843473911286,-0.17479040225346884,0.5775674164295197,-0.18102329969406128,0.5543189430236817,0.1728515625,0.5143189430236816,0.1728515625
0.5291172126928966,-0.17394431432088217,0.5776606678962708,-0.180383563041687,0.5537745141983033,0.17624682188034058,0.5137745141983032,0.17624682188034058
0.52926524579525,-0.17007734378178915,0.577969628572464,-0.18001526594161987,0.5525081539154053,0.1775829792022705,0.5125081539154053,0.1775829792022705
0.5288097570339839,-0.17068560918172201,0.5775992155075074,-0.18066686391830444,0.5527766728401184,0.17500430345535278,0.5127766728401184,0.17500430345535278
0.5280367990334829,-0.1717023253440857,0.5769435048103333,-0.18167465925216675,0.5526070976257325,0.17373138666152954,0.5126070976257324,0.17373138666152954
