body_1_x,body_1_y,body_2_x,body_2_y,body_3_x,body_3_y,body_4_x,body_4_y
0.4256969511508941,0.7046847939491272,0.6098744153976441,0.7075924873352051,0.5742919921875,-0.20534129858016967,0.4305249124765396,-0.20198955059051513
0.425730687379837,0.7046902477741241,0.6082686066627503,0.7075310349464417,0.5750738561153412,-0.20223273754119872,0.4293607443571091,-0.2138747763633728
0.4257668972015381,0.7047823071479797,0.6076053857803345,0.7075410783290863,0.5754534780979157,-0.2003981065750122,0.42914138436317445,-0.2152524185180664
0.42434845566749574,0.7068012058734894,0.6040604591369629,0.7086441814899445,0.5752264142036438,-0.1892131757736206,0.4289417386054993,-0.21410693645477294
0.419463437795639,0.7085590958595276,0.5993255257606507,0.7095460891723633,0.5747263312339783,-0.17985172986984252,0.4289633154869079,-0.21510340690612792
0.4157989740371704,0.7098402082920074,0.5957189083099366,0.7101111710071564,0.5738221883773804,-0.1730821919441223,0.4290158271789551,-0.21491755962371825
0.4133328020572662,0.711048811674118,0.5922486066818238,0.7105925679206848,0.5731758952140809,-0.17356433391571044,0.429315921664238,-0.2118770670890808
0.4112414836883545,0.71211177110672,0.5896665930747986,0.7106973528862,0.5729504406452179,-0.17441948175430297,0.4295468896627426,-0.2029037070274353
0.4088200449943542,0.7124132812023163,0.5879241108894349,0.7108112275600433,0.5729335725307465,-0.1763029885292053,0.42955462336540223,-0.2005819272994995
0.4087587714195251,0.7128458321094513,0.5876759171485901,0.7108083963394165,0.5731244266033173,-0.17740036964416503,0.42965474426746364,-0.20056309223175048
0.4071751058101654,0.7127383649349213,0.5866305112838746,0.7106175422668457,0.5735828459262848,-0.18042035818099975,0.43004284501075746,-0.19954909801483153
0.40555666089057923,0.7108554840087891,0.5859703898429871,0.710135281085968,0.5747465372085572,-0.1889748167991638,0.4303890436887741,-0.2026556921005249
0.4045828104019165,0.7076764106750488,0.5854173183441163,0.709521472454071,0.5758716642856598,-0.19619162797927855,0.4309570908546448,-0.20165284395217895
0.4045961916446686,0.7062293887138367,0.5853395938873291,0.7092595994472504,0.5768153846263886,-0.20223381042480468,0.4325089126825333,-0.20244147300720214
0.40456993579864503,0.7056187391281128,0.5856476306915284,0.7087527215480804,0.577128666639328,-0.20259942531585692,0.43272891342639924,-0.20275648355484008
0.4049060761928558,0.7056875228881836,0.5859806418418885,0.7087981104850769,0.5775360643863678,-0.20111556768417357,0.4331688851118088,-0.20254286050796508
0.4064792811870575,0.7068410515785217,0.5890215516090394,0.7108538448810577,0.5775674164295197,-0.20102329969406127,0.4324182093143463,-0.18232460737228393
0.4078753113746643,0.70732581615448,0.5908267974853516,0.712020605802536,0.5776606678962708,-0.200383563041687,0.4320303022861481,-0.18106581687927245
0.4099071443080902,0.7097445726394653,0.5937229275703431,0.7137175798416138,0.577969628572464,-0.20001526594161986,0.43185648024082185,-0.17020149946212768
0.4110396325588226,0.7106601297855377,0.5951681017875672,0.714927613735199,0.5775992155075074,-0.20066686391830443,0.4312308400869369,-0.17072309970855712
0.4125559449195862,0.7116338610649109,0.5965149879455567,0.7169875204563141,0.5769435048103333,-0.20167465925216674,0.4302233874797821,-0.17175765752792357
0.4136289775371551,0.7120029926300049,0.5974103093147278,0.7175891399383545,0.5766090333461762,-0.20273687362670897,0.42968314588069917,-0.171763379573822
0.4158391177654266,0.7118321061134338,0.5997261881828309,0.7176755666732788,0.5750327587127686,-0.20263721466064452,0.42784656286239625,-0.18146278381347655
0.4164821028709411,0.7117611765861511,0.6006376624107361,0.7175959944725037,0.5740575969219208,-0.20252992630004882,0.42711801528930665,-0.1844243597984314
0.417470109462738,0.7107153832912445,0.6012943863868714,0.716929167509079,0.572557556629181,-0.20239414691925048,0.4258090227842331,-0.19168015241622924
0.4176648378372192,0.7087936103343964,0.6018001317977906,0.7151176035404205,0.5721284627914429,-0.20486368656158446,0.42440420091152187,-0.20283885717391967
0.4174745500087738,0.7075376808643341,0.6014571070671082,0.7129745185375214,0.5697644233703614,-0.20499624729156493,0.42288143634796144,-0.2048921775817871
0.4173367738723755,0.7067612111568451,0.6012225031852723,0.7111613750457764,0.5688158750534058,-0.20503832817077636,0.42192208468914033,-0.20570780754089354
0.4164537310600281,0.7067999541759491,0.5996715307235718,0.7094602584838867,0.566249030828476,-0.20505293130874633,0.42020237147808076,-0.21220662117004394
0.414533656835556,0.7075237035751343,0.5963997721672059,0.7095775604248047,0.5640940248966217,-0.2046204400062561,0.4185132205486297,-0.20949097394943236
0.4119925022125244,0.7086227834224701,0.5921369671821595,0.7098479270935059,0.5634522020816803,-0.1979356002807617,0.41797707676887513,-0.20830269575119018
0.4082238495349884,0.709405243396759,0.5875652313232422,0.7109148800373077,0.5624602615833283,-0.18262155771255492,0.4182211130857468,-0.20347054719924926
0.4045717239379883,0.7101079225540161,0.5828303575515748,0.7112737596035004,0.5625063657760621,-0.17842556953430175,0.41850068867206575,-0.20318796157836913
0.403520119190216,0.7103703022003174,0.5815577983856202,0.7112937867641449,0.5623804807662964,-0.17825027227401732,0.4186101526021957,-0.20290364742279052
0.4013836205005646,0.7105548977851868,0.5802488207817078,0.711329460144043,0.562616902589798,-0.17686219930648803,0.4187065184116363,-0.19817580699920653
0.3992599070072174,0.7108241319656372,0.5790633440017701,0.7113516926765442,0.5627986669540406,-0.17731620788574218,0.4188523113727569,-0.1941408109664917
0.3970089972019195,0.7108754217624664,0.5774165868759156,0.7113503217697144,0.5632204592227936,-0.17815025568008422,0.4191687673330307,-0.19162239551544188
0.3945940554141998,0.7106923460960388,0.5762323021888733,0.7109318375587463,0.5639446556568146,-0.18365212202072143,0.41962380409240724,-0.19427211999893187
0.3936900019645691,0.7081263959407806,0.5747539877891541,0.7104159891605377,0.5652616500854493,-0.19391598224639892,0.42145165503025056,-0.20084710836410521
0.39357755780220033,0.7069477736949921,0.5746062874794007,0.7101271748542786,0.5656592130661011,-0.19683911323547362,0.42218726575374604,-0.20287593126296996
0.3926378309726715,0.7058561742305756,0.5743682861328125,0.7093864381313324,0.5662841677665711,-0.19664170265197753,0.4230634242296219,-0.20209683895111083
0.3922930479049682,0.7040151953697205,0.5743722200393677,0.7085898220539093,0.5669031023979187,-0.1994229745864868,0.4242482751607895,-0.20305695056915282
0.3929018497467041,0.7041190564632416,0.5747851014137269,0.7088299095630646,0.5676689624786377,-0.2006424856185913,0.42466836869716645,-0.20325144052505492
0.3937917172908783,0.7042612731456757,0.576108980178833,0.7088799476623535,0.5684189975261689,-0.20413937091827392,0.4242923974990845,-0.20005591630935668
0.3977265179157257,0.7048854529857635,0.5806102633476258,0.7107164561748505,0.5686042785644532,-0.20346250057220458,0.4238361090421677,-0.18552388668060302
0.3995404958724975,0.705320417881012,0.582644271850586,0.7118884921073914,0.568635243177414,-0.20271195888519286,0.4236100882291794,-0.17972131490707396
0.4034608125686645,0.7064894437789917,0.58653883934021,0.7150775790214539,0.5680137753486634,-0.2021278929710388,0.4229125648736954,-0.16168733358383178
0.4052647173404693,0.7072774469852448,0.5882574796676636,0.7156758308410645,0.5677207589149476,-0.20170547485351562,0.42240082919597627,-0.16427405595779418
0.4069319486618042,0.7074699401855469,0.589875090122223,0.7160280048847198,0.5673566341400147,-0.2009239387512207,0.4217705547809601,-0.16851146936416625
0.408877295255661,0.7081201672554016,0.5915094494819642,0.7164853513240814,0.5664293646812439,-0.19607533931732177,0.42101520001888276,-0.17074086189270019
0.4098690569400787,0.7082061171531677,0.59232257604599,0.7164720296859741,0.5656824290752411,-0.19607343196868895,0.42000087797641755,-0.17503740310668944
0.4104210257530212,0.7086795568466187,0.5925115823745728,0.7166062593460083,0.5649823129177094,-0.19385858297348021,0.4196490615606308,-0.17768277645111083
0.4110992968082428,0.7086584270000458,0.5930139303207398,0.7165889739990234,0.5647569179534913,-0.19283320426940917,0.4195532768964767,-0.18235750913619994
0.4114781439304352,0.7072713077068329,0.5935981154441834,0.7146441340446472,0.5637182772159577,-0.19495888471603393,0.4182482928037643,-0.19653489112854003
0.4118107080459595,0.7053526043891907,0.5940313220024109,0.7118232548236847,0.5629837393760682,-0.19481398582458495,0.4175429165363312,-0.1961142611503601
0.4119003236293793,0.7040975391864777,0.5939051985740662,0.7084238827228546,0.5615647315979004,-0.1978494119644165,0.41684406697750087,-0.20267756700515746
0.4118211984634399,0.7036145031452179,0.593739914894104,0.7074513733386993,0.5594032585620881,-0.2002583336830139,0.41579927206039424,-0.2043140125274658
