upper_left_arm_1_x,upper_left_arm_1_y,upper_left_arm_2_x,upper_left_arm_2_y,upper_left_arm_3_x,upper_left_arm_3_y,upper_left_arm_4_x,upper_left_arm_4_y
0.4255481958389282,0.6935735177993775,0.4255481958389282,0.8535735177993775,0.5056969511508941,0.7046847939491272,0.43654893711118453,0.5446847939491272
0.4315528571605682,0.7002816033363344,0.4315528571605682,0.8602816033363344,0.505730687379837,0.7046902477741241,0.4363629878714749,0.5446902477741241
0.4333331882953644,0.7028049063682558,0.4333331882953644,0.8628049063682558,0.5057668972015381,0.7047823071479797,0.4363537423833555,0.5447823071479797
0.4331888854503631,0.7148329150676729,0.4331888854503631,0.8748329150676729,0.5043484556674958,0.7068012058734894,0.4351464997245528,0.5468012058734893
0.4341301918029785,0.7220044416189194,0.4341301918029785,0.8820044416189194,0.499463437795639,0.7085590958595276,0.43110903932872263,0.5485590958595276
0.4355675876140594,0.7214085739850998,0.4355675876140594,0.8814085739850999,0.49579897403717044,0.7098402082920074,0.42808573125733607,0.5498402082920074
0.439588189125061,0.7254052293300629,0.439588189125061,0.8854052293300629,0.4933328020572662,0.711048811674118,0.42610366285547296,0.551048811674118
0.4428315758705139,0.7351005953550339,0.4428315758705139,0.895100595355034,0.4912414836883545,0.71211177110672,0.4244423748490969,0.5521117711067199
0.4420534372329712,0.734582109451294,0.4420534372329712,0.894582109451294,0.4888200449943542,0.7124132812023163,0.4224537251149888,0.5524132812023163
0.4419344365596771,0.7345435601472855,0.4419344365596771,0.8945435601472855,0.4887587714195251,0.7128458321094513,0.4224190768605756,0.5528458321094513
0.441741019487381,0.7342429888248444,0.441741019487381,0.8942429888248444,0.48717510581016543,0.7127383649349213,0.4211857257306282,0.5527383649349212
0.441594123840332,0.7327761334180832,0.441594123840332,0.8927761334180833,0.48555666089057925,0.7108554840087891,0.4199060124383437,0.550855484008789
0.4404717981815338,0.7319371384382248,0.4404717981815338,0.8919371384382249,0.48458281040191653,0.7076764106750488,0.419223467073813,0.5476764106750488
0.4393787980079651,0.7312695217132569,0.4393787980079651,0.8912695217132569,0.4845961916446686,0.7062293887138367,0.41951110149178267,0.5462293887138366
0.4384801983833313,0.7307848912477495,0.4384801983833313,0.8907848912477495,0.48456993579864505,0.7056187391281128,0.4195298205554458,0.5456187391281128
0.4378498196601867,0.730546025633812,0.4378498196601867,0.890546025633812,0.4849060761928558,0.7056875228881836,0.4198850435448653,0.5456875228881836
0.4374726116657257,0.7303949129581452,0.4374726116657257,0.8903949129581452,0.4864792811870575,0.7068410515785217,0.42114683493093846,0.5468410515785217
0.4372262954711914,0.7303008717298508,0.4372262954711914,0.8903008717298508,0.48787531137466433,0.70732581615448,0.4222256433702951,0.54732581615448
0.4365674257278442,0.7322130930423737,0.4365674257278442,0.8922130930423737,0.48990714430809024,0.7097445726394653,0.4238981772367895,0.5497445726394653
