left_leg_1_x,left_leg_1_y,left_leg_2_x,left_leg_2_y,left_leg_3_x,left_leg_3_y,left_leg_4_x,left_leg_4_y
0.4305249124765396,-0.18198955059051514,0.4784472723801931,-0.1831067999204,0.4883645176887512,0.18085312843322754,0.44836451768875124,0.18085312843322754
0.4293607443571091,-0.1938747763633728,0.4779317816098531,-0.18999409675598145,0.4906240403652191,0.17053216695785522,0.45062404036521914,0.17053216695785522
0.42914138436317445,-0.1952524185180664,0.47791208227475485,-0.190300981203715,0.4938264787197113,0.16778606176376343,0.4538264787197113,0.16778606176376343
0.4289417386054993,-0.19410693645477295,0.47770329713821413,-0.18580901622772217,0.4943452477455139,0.16449475288391113,0.45434524774551394,0.16449475288391113
0.4289633154869079,-0.19510340690612793,0.47755098740259805,-0.1833528478940328,0.4940376877784729,0.16318488121032715,0.4540376877784729,0.16318488121032715
0.4290158271789551,-0.19491755962371826,0.4772846142450969,-0.18097243706385294,0.4939840734004974,0.16396605968475342,0.4539840734004974,0.16396605968475342
0.429315921664238,-0.1918770670890808,0.47726924618085226,-0.17910615603129068,0.494498461484909,0.16456979513168335,0.454498461484909,0.16456979513168335
0.4295468896627426,-0.1829037070274353,0.4773480733235677,-0.17340896526972452,0.4951451420783996,0.17165660858154297,0.4551451420783996,0.17165660858154297
0.42955462336540223,-0.1805819272994995,0.477347606420517,-0.17248894770940146,0.4966393113136291,0.17177528142929077,0.4566393113136291,0.17177528142929077
0.42965474426746364,-0.1805630922317505,0.4774779717127482,-0.17284218470255533,0.4973745942115783,0.1724550724029541,0.45737459421157833,0.1724550724029541
0.43004284501075746,-0.17954909801483154,0.47788951198259993,-0.1731728514035543,0.4971816539764404,0.17009025812149048,0.4571816539764404,0.17009025812149048
0.4303890436887741,-0.1826556921005249,0.4785082081953685,-0.17809540033340454,0.4948374330997467,0.16827493906021118,0.4548374330997467,0.16827493906021118
0.4309570908546448,-0.18165284395217896,0.4792619486649831,-0.17983243862787882,0.4918196499347687,0.16691845655441284,0.4518196499347687,0.16691845655441284
0.4325089126825333,-0.18244147300720215,0.4806110699971517,-0.18237225214640299,0.4893712103366852,0.16638076305389404,0.4493712103366852,0.16638076305389404
0.43272891342639924,-0.1827564835548401,0.4808621644973755,-0.18270413080851236,0.4888084232807159,0.1638246774673462,0.4488084232807159,0.1638246774673462
0.4331688851118088,-0.1825428605079651,0.48129127820332845,-0.18206709623336792,0.4888704121112823,0.16969943046569824,0.4488704121112823,0.16969943046569824
0.4324182093143463,-0.16232460737228394,0.48080127835273745,-0.16855750481287637,0.4885450601577759,0.23023706674575806,0.4485450601577759,0.23023706674575806
0.4320303022861481,-0.16106581687927246,0.4805737574895223,-0.1675050656000773,0.4882429540157318,0.2307964563369751,0.44824295401573183,0.2307964563369751
0.43185648024082185,-0.15020149946212769,0.4805608630180359,-0.1601394216219584,0.4877543747425079,0.23267501592636108,0.4477543747425079,0.23267501592636108
0.4312308400869369,-0.15072309970855713,0.4800202985604604,-0.16070435444513956,0.4876369535923004,0.23173505067825317,0.44763695359230044,0.23173505067825317
0.4302233874797821,-0.15175765752792358,0.4791300932566325,-0.16172999143600464,0.4874395132064819,0.22655904293060303,0.4474395132064819,0.22655904293060303
0.42968314588069917,-0.15176337957382202,0.47865844170252486,-0.16208787759145102,0.4873071014881134,0.22998392581939697,0.4473071014881134,0.22998392581939697
0.42784656286239625,-0.16146278381347656,0.4769086281458537,-0.16852092742919922,0.4851484298706054,0.22538501024246216,0.44514842987060543,0.22538501024246216
0.42711801528930665,-0.1644243597984314,0.4760978758335114,-0.17045954863230386,0.4837875962257385,0.2233034372329712,0.44378759622573855,0.2233034372329712
