,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4
upper_right_arm,325.5473484848484,717.2424242424242,17.66856060606051,801.4280303030303,8.047348484848385,5.272727272727252,254.590909090909,4.070075757575751
