,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4
body,451.9415584415581,175.12662337662323,1638.8246753246747,207.20454545454504,1839.311688311688,2929.818181818182,540.1558441558439,2925.8084415584417
