,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4
upper_left_arm,160.91937229437224,1016.5700757575759,2.3898809523808495,425.1861471861471,298.7711038961038,0.6028138528135969,568.9604978354977,545.1171536796536
