,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4
lower_right_arm,709.0974025974025,24.29437229437235,927.2251082251081,306.7619047619048,290.1038961038961,1141.6103896103896,23.32900432900442,874.8354978354978
