,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4
left_leg,13.925054112553994,11.012175324675127,495.07494588744555,6.58441558441541,495.07494588744555,1075.1504329004329,8.021374458874334,1081.0541125541126
