,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4
right_leg,10.483766233766175,6.675324675324646,456.8311688311689,9.840909090909122,566.5714285714287,736.8701298701299,111.78246753246748,749.5324675324675
