,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4
lower_left_arm,8.52110389610391,247.0454545454545,103.24512987012986,2.3417207792206227,673.1680194805194,450.7021103896104,681.0616883116882,1137.4512987012988
