upper_right_arm_1_x,upper_right_arm_1_y,upper_right_arm_2_x,upper_right_arm_2_y,upper_right_arm_3_x,upper_right_arm_3_y,upper_right_arm_4_x,upper_right_arm_4_y
0.58260577917099,0.8381370294094086,0.58260577917099,0.7781370294094085,0.5447042271848389,0.647592487335205,0.549874415397644,0.7075924873352051
0.5828849673271179,0.8378274577856064,0.5828849673271179,0.7778274577856064,0.5434080378019327,0.6475310349464416,0.5482686066627502,0.7075310349464417
0.5832154750823975,0.8378045547008515,0.5832154750823975,0.7778045547008514,0.5428764591845757,0.6475410783290863,0.5476053857803345,0.7075410783290863
0.5839461088180542,0.8374107915163042,0.5839461088180542,0.7774107915163042,0.539712059730959,0.6486441814899444,0.5440604591369629,0.7086441814899445
0.5845864415168762,0.8366341876983643,0.5845864415168762,0.7766341876983642,0.5355351818002486,0.6495460891723632,0.5393255257606506,0.7095460891723633
0.5848922729492188,0.8318333315849306,0.5848922729492188,0.7718333315849306,0.5322903437183301,0.6501111710071563,0.5357189083099365,0.7101111710071564
0.5850242376327515,0.826115905046463,0.5850242376327515,0.766115905046463,0.5292697126867031,0.6505925679206848,0.5322486066818237,0.7105925679206848
0.5858462452888489,0.822265072464943,0.5858462452888489,0.7622650724649429,0.5270622687358973,0.6506973528861999,0.5296665930747986,0.7106973528862
0.5860485434532166,0.8150793600082398,0.5860485434532166,0.7550793600082397,0.5256006821334267,0.6508112275600433,0.5279241108894348,0.7108112275600433
0.585726797580719,0.8109595614671709,0.585726797580719,0.7509595614671709,0.5254268967522983,0.6508083963394165,0.5276759171485901,0.7108083963394165
0.5855053663253784,0.8050432640314104,0.5855053663253784,0.7450432640314104,0.5246285060548193,0.6506175422668456,0.5266305112838745,0.7106175422668457
0.5854756832122803,0.8017407941818239,0.5854756832122803,0.7417407941818239,0.5242830580474893,0.650135281085968,0.525970389842987,0.710135281085968
0.5854687690734863,0.8008884924650194,0.5854687690734863,0.7408884924650194,0.5240056329859268,0.649521472454071,0.5254173183441162,0.709521472454071
0.5855813026428223,0.8011266130208969,0.5855813026428223,0.7411266130208969,0.5240966759124933,0.6492595994472503,0.5253395938873291,0.7092595994472504
0.5859889984130859,0.7998267549276352,0.5859889984130859,0.7398267549276352,0.5244050509529058,0.6487527215480804,0.5256476306915283,0.7087527215480804
0.5856329798698425,0.8013650166988373,0.5856329798698425,0.7413650166988373,0.5247445897794295,0.6487981104850769,0.5259806418418884,0.7087981104850769
0.5860249400138855,0.815382941365242,0.5860249400138855,0.755382941365242,0.5273529761131105,0.6508538448810577,0.5290215516090393,0.7108538448810577
0.5865192413330078,0.8202699559926987,0.5865192413330078,0.7602699559926986,0.5289112790812608,0.652020605802536,0.5308267974853516,0.712020605802536
0.5870122909545898,0.8281566041707993,0.5870122909545898,0.7681566041707992,0.5314383665317255,0.6537175798416137,0.533722927570343,0.7137175798416138
0.5868867039680481,0.8310416626930237,0.5868867039680481,0.7710416626930237,0.5326316552429563,0.6549276137351989,0.5351681017875671,0.714927613735199
0.5866310000419617,0.8343069392442705,0.5866310000419617,0.7743069392442705,0.5337101274995257,0.656987520456314,0.5365149879455566,0.7169875204563141
0.5863792300224304,0.8356351840496065,0.5863792300224304,0.7756351840496065,0.5344410033050251,0.6575891399383544,0.5374103093147278,0.7175891399383545
0.5860373973846436,0.8381593960523606,0.5860373973846436,0.7781593960523605,0.5362011805361405,0.6576755666732788,0.5397261881828308,0.7176755666732788
0.5856918692588806,0.8391531544923783,0.5856918692588806,0.7791531544923782,0.5368416482862176,0.6575959944725036,0.5406376624107361,0.7175959944725037
0.5846126675605774,0.8387416291236878,0.5846126675605774,0.7787416291236877,0.5371825001021507,0.6569291675090789,0.5412943863868713,0.716929167509079
0.5828527808189392,0.8378068196773529,0.5828527808189392,0.7778068196773529,0.5375611331034714,0.6551176035404205,0.5418001317977905,0.7151176035404205
0.5807080268859863,0.8371837276220322,0.5807080268859863,0.7771837276220321,0.5369075998353454,0.6529745185375213,0.5414571070671081,0.7129745185375214
0.5792566537857056,0.8370530593395235,0.5792566537857056,0.7770530593395235,0.5365507130016538,0.6511613750457763,0.5412225031852722,0.7111613750457764
0.5782386660575867,0.8367849725484848,0.5782386660575867,0.7767849725484848,0.5348336870961857,0.6494602584838867,0.5396715307235718,0.7094602584838867
0.5772374272346497,0.8365167665481568,0.5772374272346497,0.7765167665481567,0.5317200179573405,0.6495775604248046,0.5363997721672058,0.7095775604248047
0.5764625668525696,0.8363371330499649,0.5764625668525696,0.7763371330499649,0.5279163800556738,0.6498479270935058,0.5321369671821594,0.7098479270935059
0.5761432647705078,0.8360786128044129,0.5761432647705078,0.7760786128044128,0.5237376361124723,0.6509148800373077,0.5275652313232422,0.7109148800373077
0.5757054090499878,0.8303478199243546,0.5757054090499878,0.7703478199243545,0.519701177141568,0.6512737596035003,0.5228303575515747,0.7112737596035004
0.5752728581428528,0.8276276874542237,0.5752728581428528,0.7676276874542236,0.5186039885906498,0.6512937867641448,0.5215577983856201,0.7112937867641449
0.5753939747810364,0.825434832572937,0.5753939747810364,0.765434832572937,0.517523581674273,0.6513294601440429,0.5202488207817078,0.711329460144043
0.5756553411483765,0.8223406809568407,0.5756553411483765,0.7623406809568407,0.5165525098900464,0.6513516926765441,0.51906334400177,0.7113516926765442
0.5756772756576538,0.8158781814575196,0.5756772756576538,0.7558781814575195,0.5152297668594623,0.6513503217697143,0.5174165868759155,0.7113503217697144
0.5757222771644592,0.8072609889507294,0.5757222771644592,0.7472609889507293,0.5143638562624112,0.6509318375587463,0.5162323021888733,0.7109318375587463
0.5758044123649597,0.799222766160965,0.5758044123649597,0.7392227661609649,0.5133453921239621,0.6504159891605377,0.514753987789154,0.7104159891605377
0.5764285326004028,0.7985402482748032,0.5764285326004028,0.7385402482748031,0.5132871991900051,0.6501271748542785,0.5146062874794006,0.7101271748542786
0.578435480594635,0.7959605741500855,0.578435480594635,0.7359605741500854,0.5131736716387562,0.6493864381313323,0.5143682861328125,0.7093864381313324
0.578741729259491,0.7948327499628067,0.578741729259491,0.7348327499628067,0.5132738548356853,0.6485898220539092,0.5143722200393677,0.7085898220539093
0.5770719647407532,0.7963507163524628,0.5770719647407532,0.7363507163524627,0.5137423734029266,0.6488299095630645,0.5147851014137268,0.7088299095630646
0.5757198333740234,0.7995541679859162,0.5757198333740234,0.7395541679859161,0.5149918436711619,0.6488799476623535,0.516108980178833,0.7088799476623535
0.5758351683616638,0.8125091630220415,0.5758351683616638,0.7525091630220415,0.5188710173640827,0.6507164561748504,0.5206102633476257,0.7107164561748505
0.5763631463050842,0.8176932173967362,0.5763631463050842,0.7576932173967361,0.5206169182421226,0.6518884921073913,0.5226442718505859,0.7118884921073914
0.5764751434326172,0.8268171834945679,0.5764751434326172,0.7668171834945678,0.5238746752433574,0.6550775790214538,0.52653883934021,0.7150775790214539
0.5762616395950317,0.829290806055069,0.5762616395950317,0.7692908060550689,0.5253052553386117,0.6556758308410644,0.5282574796676636,0.7156758308410645
0.5760230422019958,0.831844134926796,0.5760230422019958,0.7718441349267959,0.5266346510750981,0.6560280048847198,0.5298750901222229,0.7160280048847198
0.5758242011070251,0.8354737746715546,0.5758242011070251,0.7754737746715545,0.5278619737961354,0.6564853513240814,0.5315094494819641,0.7164853513240814
0.5758337378501892,0.836762769818306,0.5758337378501892,0.7767627698183059,0.5284480725868222,0.6564720296859741,0.53232257604599,0.7164720296859741
0.5757843852043152,0.837687446475029,0.5757843852043152,0.777687446475029,0.5284874711788905,0.6566062593460082,0.5325115823745727,0.7166062593460083
0.575922429561615,0.8367297190427782,0.575922429561615,0.7767297190427782,0.5288729217676483,0.6565889739990234,0.5330139303207397,0.7165889739990234
0.5759001970291138,0.8357932257652283,0.5759001970291138,0.7757932257652282,0.5292212182740454,0.6546441340446472,0.5335981154441833,0.7146441340446472
0.575912594795227,0.8328778433799744,0.575912594795227,0.7728778433799743,0.5294501996373988,0.6518232548236846,0.5340313220024109,0.7118232548236847
0.5759186744689941,0.8278210747241974,0.5759186744689941,0.7678210747241974,0.5291290342434434,0.6484238827228546,0.5339051985740662,0.7084238827228546
0.5757921934127808,0.8272265034914017,0.5757921934127808,0.7672265034914016,0.5286868113146711,0.6474513733386993,0.533739914894104,0.7074513733386993
0.5757415294647217,0.8269418019056322,0.5757415294647217,0.7669418019056322,0.5284544969370127,0.6470527374744415,0.5336297655105591,0.7070527374744415
0.5756301879882812,0.825318216085434,0.5756301879882812,0.7653182160854339,0.5266285040892914,0.6469754004478454,0.5316062474250793,0.7069754004478455
0.5745952129364014,0.8249726581573487,0.5745952129364014,0.7649726581573486,0.5238251956578593,0.6471227133274078,0.5285749340057373,0.7071227133274078
0.5743649005889893,0.8248708236217499,0.5743649005889893,0.7648708236217499,0.5205343993200361,0.6472727382183074,0.5248972082138061,0.7072727382183075
0.5740583539009094,0.8198458540439606,0.5740583539009094,0.7598458540439605,0.5163435946985582,0.647502543926239,0.5200486087799072,0.707502543926239
0.5740896463394165,0.8150465029478073,0.5740896463394165,0.7550465029478073,0.5140913702544871,0.6475802385807037,0.5173904204368591,0.7075802385807037
0.5741802453994751,0.8142722684144974,0.5741802453994751,0.7542722684144973,0.5134430886444418,0.6476932489871978,0.5166463160514831,0.7076932489871979
0.5753920078277588,0.8135717499256134,0.5753920078277588,0.7535717499256134,0.512108637516367,0.6485964679718017,0.5150198841094971,0.7085964679718018
0.5766059756278992,0.8069572585821152,0.5766059756278992,0.7469572585821151,0.5113809318500154,0.6487897360324859,0.5140827202796936,0.708789736032486
0.577135443687439,0.7983564424514771,0.577135443687439,0.738356442451477,0.5117701189347638,0.6486962461471557,0.514294912815094,0.7086962461471558
0.5796437859535217,0.7906609463691712,0.5796437859535217,0.7306609463691711,0.5116238524555479,0.6477153027057647,0.5138062143325806,0.7077153027057648
0.580180823802948,0.7838843005895615,0.580180823802948,0.7238843005895614,0.511054798038136,0.6460707211494445,0.5129263305664062,0.7060707211494446
0.5805628299713135,0.7821655261516571,0.5805628299713135,0.7221655261516571,0.5109430225841625,0.6457490646839141,0.5126671099662781,0.7057490646839142
0.5805563926696777,0.779901682138443,0.5805563926696777,0.719901682138443,0.5111300936140281,0.6452754759788513,0.5126523876190185,0.7052754759788513
0.5813923478126526,0.7803599375486374,0.5813923478126526,0.7203599375486374,0.511492627045893,0.645327033996582,0.5128081941604614,0.705327033996582
