left_leg_1_x,left_leg_1_y,left_leg_2_x,left_leg_2_y,left_leg_3_x,left_leg_3_y,left_leg_4_x,left_leg_4_y
0.4305249124765396,0.31801044940948486,0.4784472723801931,0.31689320007960003,0.4883645176887512,0.18085312843322754,0.44836451768875124,0.18085312843322754
0.4293607443571091,0.3061252236366272,0.4779317816098531,0.31000590324401855,0.4906240403652191,0.17053216695785522,0.45062404036521914,0.17053216695785522
0.42914138436317445,0.3047475814819336,0.47791208227475485,0.309699018796285,0.4938264787197113,0.16778606176376343,0.4538264787197113,0.16778606176376343
0.4289417386054993,0.30589306354522705,0.47770329713821413,0.31419098377227783,0.4943452477455139,0.16449475288391113,0.45434524774551394,0.16449475288391113
0.4289633154869079,0.30489659309387207,0.47755098740259805,0.3166471521059672,0.4940376877784729,0.16318488121032715,0.4540376877784729,0.16318488121032715
0.4290158271789551,0.30508244037628174,0.4772846142450969,0.31902756293614704,0.4939840734004974,0.16396605968475342,0.4539840734004974,0.16396605968475342
0.429315921664238,0.3081229329109192,0.47726924618085226,0.3208938439687093,0.494498461484909,0.16456979513168335,0.454498461484909,0.16456979513168335
0.4295468896627426,0.3170962929725647,0.4773480733235677,0.32659103473027545,0.4951451420783996,0.17165660858154297,0.4551451420783996,0.17165660858154297
0.42955462336540223,0.3194180727005005,0.477347606420517,0.32751105229059857,0.4966393113136291,0.17177528142929077,0.4566393113136291,0.17177528142929077
0.42965474426746364,0.3194369077682495,0.4774779717127482,0.32715781529744464,0.4973745942115783,0.1724550724029541,0.45737459421157833,0.1724550724029541
0.43004284501075746,0.32045090198516846,0.47788951198259993,0.32682714859644574,0.4971816539764404,0.17009025812149048,0.4571816539764404,0.17009025812149048
0.4303890436887741,0.3173443078994751,0.4785082081953685,0.32190459966659546,0.4948374330997467,0.16827493906021118,0.4548374330997467,0.16827493906021118
0.4309570908546448,0.31834715604782104,0.4792619486649831,0.32016756137212116,0.4918196499347687,0.16691845655441284,0.4518196499347687,0.16691845655441284
0.4325089126825333,0.31755852699279785,0.4806110699971517,0.317627747853597,0.4893712103366852,0.16638076305389404,0.4493712103366852,0.16638076305389404
0.43272891342639924,0.3172435164451599,0.4808621644973755,0.3172958691914876,0.4888084232807159,0.1638246774673462,0.4488084232807159,0.1638246774673462
0.4331688851118088,0.3174571394920349,0.48129127820332845,0.3179329037666321,0.4888704121112823,0.16969943046569824,0.4488704121112823,0.16969943046569824
0.4324182093143463,0.33767539262771606,0.48080127835273745,0.3314424951871236,0.4885450601577759,0.23023706674575806,0.4485450601577759,0.23023706674575806
