head_1_x,head_1_y,head_2_x,head_2_y,head_3_x,head_3_y,head_4_x,head_4_y
0.4981128573417663,0.7829595804214478,0.5307425260543823,0.7833953499794006,0.5307425260543823,0.677592487335205,0.4981128573417663,0.6746847939491272
0.4981318116188049,0.7853302210569382,0.5304891467094421,0.7860046625137329,0.5304891467094421,0.6775310349464416,0.4981318116188049,0.6746902477741241
0.4981599152088165,0.7883752435445786,0.5303428173065186,0.7893422096967698,0.5303428173065186,0.6775410783290863,0.4981599152088165,0.6747823071479797
0.4973209202289581,0.7922997027635574,0.5295698046684265,0.7923655807971954,0.5295698046684265,0.6786441814899444,0.4973209202289581,0.6768012058734894
0.4948171079158783,0.7973965555429459,0.5278253555297852,0.7969330251216888,0.5278253555297852,0.6795460891723633,0.4948171079158783,0.6785590958595276
0.4928310513496399,0.8029371798038483,0.5257299542427063,0.8006036579608918,0.5257299542427063,0.6801111710071563,0.4928310513496399,0.6798402082920074
0.4909504055976867,0.8054673373699189,0.5229372382164001,0.8029461055994034,0.5229372382164001,0.6805925679206848,0.4909504055976867,0.681048811674118
0.488747626543045,0.8078187108039856,0.5206307172775269,0.8045883178710938,0.5206307172775269,0.6806973528861999,0.488747626543045,0.6821117711067199
0.4872487485408783,0.8085604012012482,0.5186759829521179,0.8047145009040833,0.5186759829521179,0.6808112275600433,0.4872487485408783,0.6824132812023163
0.4862251579761505,0.8081419914960862,0.5174200534820557,0.8044922649860382,0.5174200534820557,0.6808083963394165,0.4862251579761505,0.6828458321094513
0.4852298200130462,0.8073599189519883,0.5156531929969788,0.8039720356464386,0.5156531929969788,0.6806175422668457,0.4852298200130462,0.6827383649349212
0.4834217429161072,0.8053300529718399,0.5139248967170715,0.8016567379236221,0.5139248967170715,0.680135281085968,0.4834217429161072,0.680855484008789
0.48231241106987,0.8003200441598893,0.5126416087150574,0.7974705994129181,0.5126416087150574,0.679521472454071,0.48231241106987,0.6776764106750488
0.4812744557857513,0.7985202521085739,0.512056827545166,0.7963385134935379,0.512056827545166,0.6792595994472503,0.4812744557857513,0.6762293887138366
0.48105388879776,0.7984380722045898,0.5118340253829956,0.7960400432348251,0.5118340253829956,0.6787527215480804,0.48105388879776,0.6756187391281128
0.481134295463562,0.7998938411474228,0.5119604468345642,0.7972938120365143,0.5119604468345642,0.6787981104850769,0.481134295463562,0.6756875228881836
0.4814882576465606,0.8029812723398209,0.5123035907745361,0.8009949922561646,0.5123035907745361,0.6808538448810577,0.4814882576465606,0.6768410515785217
0.4817225337028503,0.8029000461101532,0.5125328302383423,0.8015119880437851,0.5125328302383423,0.682020605802536,0.4817225337028503,0.67732581615448
0.4818406403064728,0.802868440747261,0.5132457613945007,0.8026664555072784,0.5132457613945007,0.6837175798416137,0.4818406403064728,0.6797445726394653
0.4820112586021423,0.8045642971992493,0.5137112736701965,0.8052677065134048,0.5137112736701965,0.684927613735199,0.4820112586021423,0.6806601297855377
0.4823051691055298,0.8062618523836136,0.5143424272537231,0.807512640953064,0.5143424272537231,0.6869875204563141,0.4823051691055298,0.6816338610649109
0.4826470017433166,0.8062724173069001,0.5147509574890137,0.8077088296413422,0.5147509574890137,0.6875891399383545,0.4826470017433166,0.6820029926300049
0.4846805036067962,0.8059432804584504,0.5154269933700562,0.8076118081808091,0.5154269933700562,0.6876755666732788,0.4846805036067962,0.6818321061134338
0.4862259924411773,0.8055199980735779,0.5159916877746582,0.8074981719255447,0.5159916877746582,0.6875959944725036,0.4862259924411773,0.6817611765861511
0.4871135652065277,0.8011821657419205,0.5166582465171814,0.8041580468416214,0.5166582465171814,0.686929167509079,0.4871135652065277,0.6807153832912445
0.487381249666214,0.7952351123094559,0.5168354511260986,0.7990379631519318,0.5168354511260986,0.6851176035404205,0.487381249666214,0.6787936103343963
0.4874744415283203,0.7916081547737122,0.5170189142227173,0.7953322231769562,0.5170189142227173,0.6829745185375213,0.4874744415283203,0.6775376808643341
0.4876402020454407,0.7906172722578049,0.5172827839851379,0.7941069900989532,0.5172827839851379,0.6811613750457763,0.4876402020454407,0.6767612111568451
0.4876245558261871,0.7913239896297455,0.5172873139381409,0.794177919626236,0.5172873139381409,0.6794602584838867,0.4876245558261871,0.6767999541759491
0.4867015779018402,0.791666716337204,0.5170024633407593,0.7944509685039521,0.5170024633407593,0.6795775604248047,0.4867015779018402,0.6775237035751343
0.4844062924385071,0.7926464080810547,0.5156306624412537,0.794798418879509,0.5156306624412537,0.6798479270935058,0.4844062924385071,0.6786227834224701
0.4818355143070221,0.7953632473945618,0.5139409899711609,0.7964245826005936,0.5139409899711609,0.6809148800373077,0.4818355143070221,0.679405243396759
0.4798962771892547,0.7984228432178497,0.5119044184684753,0.7977090179920197,0.5119044184684753,0.6812737596035003,0.4798962771892547,0.6801079225540161
0.4789637923240661,0.8003276884555817,0.5108946561813354,0.7985883504152298,0.5108946561813354,0.6812937867641449,0.4789637923240661,0.6803703022003174
0.4781555831432342,0.8022749572992325,0.5097286701202393,0.7992881387472153,0.5097286701202393,0.6813294601440429,0.4781555831432342,0.6805548977851867
0.476781964302063,0.8031116873025895,0.508063793182373,0.7995364367961884,0.508063793182373,0.6813516926765442,0.476781964302063,0.6808241319656372
0.4754395484924316,0.8040977269411087,0.5066707730293274,0.7997632771730423,0.5066707730293274,0.6813503217697143,0.4754395484924316,0.6808754217624664
0.4742267429828644,0.8041922450065613,0.5049106478691101,0.7997371703386307,0.5049106478691101,0.6809318375587463,0.4742267429828644,0.6806923460960388
0.4730168581008911,0.8040743172168732,0.5028536319732666,0.7994232326745987,0.5028536319732666,0.6804159891605377,0.4730168581008911,0.6781263959407806
