upper_left_arm_1_x,upper_left_arm_1_y,upper_left_arm_2_x,upper_left_arm_2_y,upper_left_arm_3_x,upper_left_arm_3_y,upper_left_arm_4_x,upper_left_arm_4_y
0.4554556252123555,0.7759284420600402,0.39564076646550095,0.7712185935387147,0.40578952177746686,0.6423298696884644,0.4656043805243214,0.6470397182097899
0.4615386266746082,0.7812055225161696,0.40156708764652815,0.7793576841564991,0.405744917865797,0.6437663285942888,0.46571645689387703,0.6456141669539593
0.4633285257092873,0.7833338046807085,0.4033378508814415,0.782276008055803,0.4057715597876152,0.644253408835527,0.465762234615461,0.6453112054604324
0.4631879650943148,0.7950679055267162,0.4031898058064114,0.7945979246086294,0.40434937602354404,0.6465662154144459,0.46434753531144746,0.6470361963325327
0.46411632703883077,0.8010924692414974,0.40414405656712626,0.8029164139963414,0.39947730255978675,0.6494710682369496,0.45944957303149125,0.6476471234821055
0.4655054736045778,0.799479070831767,0.405629701623541,0.8033380771384326,0.39586108804665204,0.6517697114453402,0.4557368600276888,0.6479107051386745
0.4694232049145377,0.8022632820291562,0.40975317333558425,0.8085471766309695,0.3934977862677895,0.6541907589750247,0.4531678178467429,0.6479068643732113
0.47257179046041414,0.8111610984142196,0.4130913612806137,0.8190400922958482,0.3915012690984543,0.6560512680475342,0.45098169827825474,0.6481722741659056
0.47175021691312574,0.810327549940797,0.41235665755281664,0.8188366689617909,0.38912326531419966,0.6566678407128131,0.44851682467450876,0.6481587216918193
0.47163096440027924,0.8102872431698573,0.412237908719075,0.8187998771247136,0.389062243578923,0.6571021490868794,0.4484552992601272,0.6485895151320231
0.47139988162318347,0.8097316811641476,0.4120821573515785,0.8187542964855411,0.38751624367436294,0.657249672595618,0.4468339679459679,0.6482270572742245
0.4712136192749299,0.8080132046762445,0.41197462840573407,0.8175390621599219,0.38593716545598133,0.6556184127506277,0.44517615632517715,0.6460925552669503
