right_leg_1_x,right_leg_1_y,right_leg_2_x,right_leg_2_y,right_leg_3_x,right_leg_3_y,right_leg_4_x,right_leg_4_y
0.5263696322838466,0.31577595074971515,0.5742919921875,0.3146587014198303,0.5719702029228211,0.20679378509521484,0.531970202922821,0.20679378509521484
0.5265028188625972,0.3138865828514099,0.5750738561153412,0.31776726245880127,0.5755729460716248,0.21309971809387207,0.5355729460716248,0.21309971809387207
0.5266827801863353,0.3146504561106364,0.5754534780979157,0.3196018934249878,0.5781064414978028,0.21636879444122314,0.5381064414978027,0.21636879444122314
0.526464855670929,0.3224889039993286,0.5752264142036438,0.3307868242263794,0.5780179286003113,0.22711771726608276,0.5380179286003113,0.22711771726608276
0.5261386593182882,0.3283977111180623,0.5747263312339783,0.34014827013015747,0.5754818105697632,0.23463654518127441,0.5354818105697632,0.23463654518127441
0.5255534013112386,0.3329726854960124,0.5738221883773804,0.3469178080558777,0.5705439233779908,0.2382538914680481,0.5305439233779907,0.2382538914680481
0.5252225706974666,0.33366475502649945,0.5731758952140809,0.34643566608428955,0.5671530151367188,0.24303704500198364,0.5271530151367188,0.24303704500198364
0.5251492569843929,0.33608577648798627,0.5729504406452179,0.345580518245697,0.5644017243385315,0.23947197198867798,0.5244017243385315,0.23947197198867798
0.5251405894756318,0.3356040318806966,0.5729335725307465,0.3436970114707947,0.562976815700531,0.21812909841537476,0.522976815700531,0.21812909841537476
0.5253011991580327,0.33487872282663983,0.5731244266033173,0.34259963035583496,0.5625719809532166,0.2172226905822754,0.5225719809532166,0.2172226905822754
0.5257361789544424,0.33320339520772296,0.5735828459262848,0.33957964181900024,0.5615646624565125,0.20775002241134644,0.5215646624565125,0.20775002241134644
0.5266273727019628,0.3264648914337158,0.5747465372085572,0.3310251832008362,0.5585527205467224,0.1865091323852539,0.5185527205467224,0.1865091323852539
0.5275668064753215,0.3219879666964213,0.5758716642856598,0.32380837202072144,0.5556784057617188,0.17254585027694702,0.5156784057617188,0.17254585027694702
0.5287132273117702,0.3176969687143962,0.5768153846263886,0.3177661895751953,0.5547978067398072,0.16796916723251343,0.5147978067398071,0.16796916723251343
0.5289954155683518,0.31734822193781537,0.577128666639328,0.31740057468414307,0.555242874622345,0.16631174087524414,0.515242874622345,0.16631174087524414
0.5294136712948482,0.31840866804122925,0.5775360643863678,0.3188844323158264,0.5547122740745545,0.1718868613243103,0.5147122740745544,0.1718868613243103
0.5291843473911286,0.3252095977465312,0.5775674164295197,0.3189767003059387,0.5543189430236817,0.1728515625,0.5143189430236816,0.1728515625
0.5291172126928966,0.32605568567911786,0.5776606678962708,0.319616436958313,0.5537745141983033,0.17624682188034058,0.5137745141983032,0.17624682188034058
0.52926524579525,0.3299226562182109,0.577969628572464,0.3199847340583801,0.5525081539154053,0.1775829792022705,0.5125081539154053,0.1775829792022705
0.5288097570339839,0.329314390818278,0.5775992155075074,0.31933313608169556,0.5527766728401184,0.17500430345535278,0.5127766728401184,0.17500430345535278
0.5280367990334829,0.3282976746559143,0.5769435048103333,0.31832534074783325,0.5526070976257325,0.17373138666152954,0.5126070976257324,0.17373138666152954
0.5276337375243505,0.32758762439092,0.5766090333461762,0.317263126373291,0.5526356482505799,0.17477363348007202,0.5126356482505798,0.17477363348007202
0.5259706934293111,0.3244209289550781,0.5750327587127686,0.31736278533935547,0.5521767520904541,0.18353599309921265,0.5121767520904541,0.18353599309921265
0.5250777363777162,0.32350526253382367,0.5740575969219208,0.31747007369995117,0.5519414329528809,0.18597322702407837,0.5119414329528809,0.18597322702407837
0.523641378680865,0.3211771845817566,0.572557556629181,0.3176058530807495,0.5515538239479065,0.1858859658241272,0.5115538239479065,0.1858859658241272
0.5228870421648025,0.31581125656763714,0.5721284627914429,0.3151363134384155,0.5522482776641846,0.17837917804718018,0.5122482776641846,0.17837917804718018
0.5208034276962281,0.31503844261169434,0.5697644233703614,0.31500375270843506,0.552538492679596,0.17799705266952515,0.512538492679596,0.17799705266952515
0.5198512782653173,0.31473851203918457,0.5688158750534058,0.31496167182922363,0.5529197835922242,0.17715823650360107,0.5129197835922241,0.17715823650360107
0.5175668110450109,0.3125625054041545,0.566249030828476,0.31494706869125366,0.5532787823677063,0.17727023363113403,0.5132787823677063,0.17727023363113403
0.5155670901139577,0.3137560486793518,0.5640940248966217,0.3153795599937439,0.5550811672210694,0.17750805616378784,0.5150811672210693,0.17750805616378784
0.5149604936440786,0.31860870122909546,0.5634522020816803,0.3220643997192383,0.5565919065475464,0.1854320764541626,0.5165919065475464,0.1854320764541626
0.5143805454174678,0.3304287791252136,0.5624602615833283,0.33737844228744507,0.5565320038795472,0.21025753021240234,0.5165320038795471,0.21025753021240234
0.5145044734080633,0.33332029978434247,0.5625063657760621,0.34157443046569824,0.5564871811866761,0.21765589714050293,0.516487181186676,0.21765589714050293
0.5144570380449295,0.3335319360097249,0.5623804807662964,0.34174972772598267,0.5564549946784973,0.2199091911315918,0.5164549946784973,0.2199091911315918
0.5146467745304107,0.33603326479593915,0.562616902589798,0.34313780069351196,0.5550772333145142,0.22578918933868408,0.5150772333145142,0.22578918933868408
0.514816548426946,0.3370755910873413,0.5627986669540406,0.3426837921142578,0.5541333937644959,0.22228020429611206,0.5141333937644958,0.22228020429611206
0.5152032285928727,0.3373590310414632,0.5632204592227936,0.34184974431991577,0.5523087763786316,0.21990525722503662,0.5123087763786316,0.21990525722503662
0.5158377051353455,0.33280787865320843,0.5639446556568146,0.33634787797927856,0.550836660861969,0.19706422090530396,0.510836660861969,0.19706422090530396
0.5173249850670497,0.3237736423810323,0.5652616500854493,0.3260840177536011,0.5477214241027832,0.1915915608406067,0.5077214241027832,0.1915915608406067
